name,psnr_denoised,ssim_denoised,psnr_noisy,ssim_noisy
rec_00416.tif,7.738797521249322,0.24767818778084275,20.39790838030224,0.4399621569958486
rec_00461.tif,7.794050505594297,0.24787388869185764,20.462163653295864,0.4413899867481098
rec_00466.tif,7.795831646527808,0.247395010371297,20.466671237896,0.44026587199696254
rec_00476.tif,7.815448838058464,0.24751143627358735,20.48463929086808,0.4402656922896027
rec_00481.tif,7.828879071849211,0.24717315261875034,20.48854350804705,0.43999544679187835
rec_00621.tif,8.003028494720832,0.2479530463232228,20.660654750905863,0.44370451336678446
rec_00636.tif,8.041056729281966,0.24777015982575645,20.68017938207457,0.44335555646115543
rec_00661.tif,8.051246768374483,0.24779815143007505,20.71201668990342,0.4443687363215987
rec_00686.tif,8.105379478135085,0.24843771937745623,20.760664978746256,0.44690949160136256
rec_00756.tif,8.155618091671645,0.2495116021383854,20.805894906152403,0.44912174963907814
rec_00796.tif,8.186484132530643,0.24955401161698235,20.791946201360247,0.44915088352638405
rec_00806.tif,8.172612525605663,0.25003346581147656,20.791211031267913,0.45044567235572164
rec_00906.tif,8.179943574134787,0.2488688781267044,20.730917894372965,0.4474339426872702
rec_00956.tif,8.127695718766839,0.24939762477880265,20.693648415934945,0.4489543125987847
rec_00961.tif,8.125429218599757,0.24941663477710305,20.688200520620885,0.449243135916486
rec_00971.tif,8.12247286723572,0.24936846386526554,20.67296475422978,0.4484789385633795
rec_00996.tif,8.09594129927785,0.24916515976251993,20.64172032344971,0.44815630095541625
rec_01026.tif,8.045791294247651,0.24879229604383274,20.606116567008932,0.4477969187736908
rec_01101.tif,7.918333683020002,0.2474505431235072,20.490961608468304,0.4432213380189912
rec_01111.tif,7.914656576598973,0.24720470908609346,20.468474874994612,0.4415279810397782
rec_01271.tif,7.870614411091401,0.24693918759176997,20.449714692397638,0.43973711747919403
rec_01471.tif,7.637645984349764,0.24672175035463548,20.22423138962507,0.4369523549807216
rec_01481.tif,7.609690392615541,0.24651349231393632,20.191495982814914,0.4366614631460216
rec_01546.tif,7.5125591687678375,0.24588129050287727,20.07424305713661,0.4349030361270528
rec_01691.tif,7.561059664442044,0.2455532554038377,20.173849483476932,0.43524411682587083
rec_01796.tif,7.577315166415626,0.2459439779904199,20.196249139167488,0.4358081860872139
rec_01836.tif,7.55158266574743,0.2460648978693224,20.21719141114029,0.4368638118282342
rec_01906.tif,7.533463252170285,0.24494909729616754,20.191138786540858,0.4329557914221456
rec_01911.tif,7.523340357081162,0.24479275802940456,20.178968775344153,0.43327131111328265
rec_01941.tif,7.488017543247432,0.24435652138731878,20.172526204431463,0.4322913563109409
rec_02036.tif,7.483021310056847,0.24478170721434878,20.18313382881867,0.433570859018261
rec_02061.tif,7.4837513789585755,0.24469843944655098,20.170031749085613,0.4335027188999707
rec_02131.tif,7.481033346720311,0.24569447076961384,20.156945337790475,0.43442083117066815
rec_02186.tif,7.4667294427211,0.24429402268093867,20.126318762062073,0.4298885306536293
rec_02196.tif,7.464335480495901,0.2444478158540478,20.11478195432673,0.4300776576850119
rec_02231.tif,7.465128481227634,0.24463389046142095,20.100528178947425,0.43078761605578164
rec_02256.tif,7.465754815244128,0.24497547851809584,20.086961558277,0.4314178604435382
rec_02286.tif,7.457198697751908,0.24536278091785155,20.0830995322433,0.43245733560081834
rec_02296.tif,7.449814244737212,0.24503257699035152,20.079422803910404,0.43188504448145676
rec_02351.tif,7.461455983283457,0.24478448913095296,20.069794407640615,0.4315318832243733
rec_02366.tif,7.439848581151994,0.2447513918001555,20.068212121783763,0.43177749330751325
rec_02411.tif,7.448385718428576,0.2440314990622747,20.049637695630302,0.42839783991607977
